UWB97XD/6-31g*
200
5,C,H,H,H,H,
-1.4895957e-02,7.5041730e-04,-1.0569196e-02,-6.3776028e-01,8.2065731e-01,-4.8594452e-02,-4.5386636e-01,-8.7396085e-01,-5.7666272e-01,1.5092541e-01,-2.6436454e-01,1.0627574e+00,1.1147844e+00,3.0440903e-01,-3.0912513e-01,-40.4882350221,
1.6011775e-02,-1.2168995e-02,7.9694884e-03,-5.9254926e-01,9.1049749e-01,-7.1020216e-02,-3.2589900e-01,-7.8842306e-01,-5.4273003e-01,-8.9177936e-02,-2.9876059e-01,1.0439628e+00,8.1773996e-01,3.2361594e-01,-5.2816927e-01,-40.4773760531,
3.5370799e-04,-7.0814141e-03,4.1114907e-03,-6.8159622e-01,8.5371995e-01,-8.4744602e-02,-4.1424322e-01,-8.0316043e-01,-6.6760945e-01,1.0523716e-01,-2.2414631e-01,1.0896999e+00,9.8755890e-01,2.6014376e-01,-3.9184135e-01,-40.4987843449,
5.0998842e-03,-3.1093013e-02,-9.4707089e-04,-5.7170856e-01,8.6824256e-01,-6.5188065e-02,-4.5665774e-01,-7.5312901e-01,-5.6658524e-01,1.1081621e-02,-1.8610889e-01,1.0402822e+00,9.5092273e-01,4.3395078e-01,-4.0249243e-01,-40.4875204308,
-2.3930578e-02,-1.9381614e-03,-1.3000336e-02,-5.2910745e-01,9.2852801e-01,-1.8285310e-01,-5.2282369e-01,-9.7231972e-01,-4.9464920e-01,2.7047628e-01,-3.8807967e-01,1.0132784e+00,1.0646924e+00,4.4957665e-01,-1.8510185e-01,-40.4632703692,
7.2737741e-03,3.4290319e-03,-8.3020917e-05,-6.6935086e-01,8.6291724e-01,-8.0232248e-02,-4.2162171e-01,-8.6142677e-01,-5.3626001e-01,3.5928875e-02,-3.2560605e-01,1.0092520e+00,9.6790308e-01,2.8238326e-01,-3.9197695e-01,-40.4996759748,
2.0648853e-03,-4.4388983e-02,1.0512576e-02,-5.8062971e-01,1.0073576e+00,-1.6061169e-01,-4.1325304e-01,-7.2820795e-01,-5.8549327e-01,-4.2230710e-03,-2.5895616e-01,1.1416708e+00,9.6589464e-01,5.0832731e-01,-5.2762389e-01,-40.4617184786,
-3.9558001e-02,-1.1193065e-02,-1.7692648e-02,-4.6429560e-01,1.0488337e+00,3.1719089e-02,-1.2169951e-01,-8.9415437e-01,-4.4662899e-01,1.2284388e-01,-2.9800463e-01,9.9635518e-01,9.2415369e-01,2.7967963e-01,-3.6292094e-01,-40.4603809325,
1.3726810e-02,-1.7814253e-03,8.1387311e-03,-7.1926248e-01,8.3517766e-01,-1.4570221e-01,-4.6241575e-01,-7.7563643e-01,-5.3380454e-01,3.3340499e-02,-3.3191472e-01,9.9480033e-01,9.8256242e-01,2.9505876e-01,-4.1371900e-01,-40.4953067132,
1.8169413e-03,-1.5013264e-02,1.2878980e-02,-5.9712607e-01,9.0992975e-01,-5.3562012e-02,-3.6156645e-01,-8.4047019e-01,-5.9825379e-01,-5.1695257e-02,-2.5683415e-01,1.0337559e+00,9.8586959e-01,3.6055157e-01,-5.4057193e-01,-40.4869696293,
9.0368921e-03,2.4165243e-02,-9.2132045e-03,-8.2543957e-01,7.4044561e-01,-1.7788540e-01,-4.2879361e-01,-7.0366967e-01,-5.3857750e-01,1.9202763e-01,-3.9552706e-01,1.1190293e+00,9.5846450e-01,9.1737747e-02,-2.8286135e-01,-40.4618065884,
1.0436986e-03,-7.7114552e-03,1.2500569e-02,-6.6390896e-01,8.1898820e-01,-1.5679568e-01,-3.9902046e-01,-7.2342134e-01,-6.4167327e-01,1.0788145e-01,-2.5944701e-01,1.0616318e+00,9.4447678e-01,2.6251826e-01,-4.1867679e-01,-40.4958747930,
1.5274987e-02,-4.8260912e-03,-2.7308797e-02,-5.8710414e-01,9.2423755e-01,6.0375698e-02,-3.4397203e-01,-8.7147212e-01,-3.7667775e-01,-8.6375520e-02,-3.1903857e-01,1.0158265e+00,8.3003175e-01,3.2041487e-01,-3.6251152e-01,-40.4557463679,
1.0985457e-02,-3.7521940e-02,2.4446143e-02,-6.6454703e-01,8.6302501e-01,-2.8499201e-01,-4.7607532e-01,-5.7056046e-01,-5.9027261e-01,9.3439519e-02,-2.5090814e-01,1.0066561e+00,9.1097397e-01,4.1196132e-01,-4.3531227e-01,-40.4563579969,
-1.2982951e-02,7.2432198e-03,1.0220155e-02,-5.9697580e-01,8.9765763e-01,-7.6297887e-02,-3.0241266e-01,-8.9995319e-01,-5.3990579e-01,5.6945160e-02,-3.4237987e-01,9.4177252e-01,9.9535441e-01,2.5719696e-01,-4.4943342e-01,-40.4879905534,
1.7837258e-02,1.1036201e-02,-5.4336516e-03,-6.4392120e-01,8.4032959e-01,-5.2554786e-02,-4.5741808e-01,-9.2279071e-01,-5.2060652e-01,-7.6543316e-03,-3.4260187e-01,1.0061800e+00,9.0082604e-01,2.8969043e-01,-3.6912432e-01,-40.4865960930,
